31bca355-9eae-4df8-b2ff-493812bfd4fb	Persian	fa	fas	Macrolanguage	Living	فارسی (Fārsiy)
17efd745-2c16-4434-98a1-561ea51f28c8	Polish	pl	pol	Individual	Living	Polski
95c13aa7-863d-4dd7-95ae-9d82c46dc492	Portuguese	pt	por	Individual	Living	Português
c1123760-9016-414d-a574-fe9092810381	Punjabi, Panjabi	pa	pan	Individual	Living	ਪੰਜਾਬੀ; پنجابی (Pãjābī)
ce29070f-47e1-42e0-a4d7-3b15bed043fe	Quechua	qu	que	Macrolanguage	Living	Runa simi; kichwa simi; Nuna shimi
1a470ed9-035c-4c12-8558-a4d1205bee05	Romanian, Moldavian, Moldovan	ro	ron	Individual	Living	Română; Ромынэ
18daddaf-daa0-43d8-bb72-2f83308f3388	Romansh	rm	roh	Individual	Living	Rumantsch; Rumàntsch; Romauntsch; Romontsch
0acbd0ba-c527-41e1-acce-86cdfdf071dd	Rundi	rn	run	Individual	Living	Ikirundi
f89cca00-62e6-4756-9461-b60488bf6675	Russian	ru	rus	Individual	Living	Русский язык (Russkiĭ âzyk)
c26ee31d-cbef-441d-bcd0-5493068cc920	Northern Sami	se	sme	Individual	Living	Davvisámegiella
7c79a0d3-3b9c-4827-97b0-233f047e86e8	Samoan	sm	smo	Individual	Living	gagana Sāmoa
07728f7a-3d44-4442-b777-45cbeaa9a84d	Sango	sg	sag	Individual	Living	yângâ tî Sängö
58e24c25-4379-4b7b-9f18-3920e4f1ebec	Sanskrit	sa	san	Macrolanguage	Ancient	संस्कृतम् (Saṃskṛtam)
ff1d0e89-3c30-40d4-a425-c759311339a0	Sardinian	sc	srd	Macrolanguage	Living	Sardu
bb6cdc55-5834-4759-801a-05f72c532e19	Serbian	sr	srp	Individual	Living	Српски (Srpski)
043d0cb0-a47f-4d9f-8303-b7b5d47b286c	Shona	sn	sna	Individual	Living	chiShona
b027bc5c-8e51-4ebf-a48b-89d4d6613aee	Sindhi	sd	snd	Individual	Living	سنڌي; सिन्धी (Sindhī)
cc9c8353-d686-4be0-bd5c-a365a4ecc39b	Sinhala, Sinhalese	si	sin	Individual	Living	සිංහල (Siṁhala)
67c7ce91-39f5-4298-b9c1-2b3b4af8e56e	Slovak	sk	slk	Individual	Living	Slovenčina
2d97229c-e680-4a7a-9a4f-fc541f9ca2ae	Slovenian	sl	slv	Individual	Living	Slovenščina
d85811ac-3bee-458c-b6b7-de424354b71a	Somali	so	som	Individual	Living	Soomaali; 𐒈𐒝𐒑𐒛𐒐𐒘; سٝومالِ
927bbab6-7253-4895-9f60-b7752df66e02	Southern Sotho	st	sot	Individual	Living	Sesotho
a9d15394-caa5-47a5-8978-65df74b51b5c	Spanish, Castilian	es	spa	Individual	Living	Español; Castellano
36a08120-96c7-44e5-a393-b52c20de3b62	Sundanese	su	sun	Individual	Living	basa Sunda; ᮘᮞ ᮞᮥᮔ᮪ᮓ; بَاسَا سُوْندَا
f7124091-ddfa-47c5-a7c1-f6e9813193d2	Swahili	sw	swa	Macrolanguage	Living	Kiswahili; كِسوَحِيلِ
50673b9a-25f9-436e-b746-f8031aa879a1	Swati	ss	ssw	Individual	Living	siSwati
affda369-e0ed-434d-9355-1b4bb696c6d0	Swedish	sv	swe	Individual	Living	Svenska
5ec7f820-48de-4376-a2ba-12721de5ce08	Tagalog	tl	tgl	Individual	Living	Wikang Tagalog
02dfc528-59c4-43c2-81dd-1e84c3fcd5d3	Tahitian	ty	tah	Individual	Living	reo Tahiti
248277bf-69ca-4da6-ad0e-1758815faeb0	Tajik	tg	tgk	Individual	Living	Тоҷикӣ (Tojikī)
730097a4-66f7-4016-9d75-491b701b98a1	Tamil	ta	tam	Individual	Living	தமிழ் (Tamiḻ)
2b3832e9-85a4-4376-b71f-64617b557e03	Tatar	tt	tat	Individual	Living	Татар теле;Tatar tele; تاتار تئلئ‎
224f4f5e-ba25-493a-8710-9bbc943450ec	Telugu	te	tel	Individual	Living	తెలుగు (Telugu)
ccf7780e-3235-4928-aaa2-22127439fb5c	Thai	th	tha	Individual	Living	ภาษาไทย (Phasa Thai)
98215d12-197c-4947-a5ea-40049818ba1a	Tibetan	bo	bod	Individual	Living	བོད་སྐད་ (Bodskad);ལྷ་སའི་སྐད་ (Lhas'iskad)
00712dbd-94b6-4ac0-9ad5-fb43b0be55e8	Tigrinya	ti	tir	Individual	Living	ትግርኛ (Təgrəñña)
39abcefa-3163-4b0c-ad8c-bccb97de1c03	Tonga (Tonga Islands)	to	ton	Individual	Living	lea faka-Tonga
0bafaea9-01dd-4d5b-baa9-596c81705327	Tsonga	ts	tso	Individual	Living	Xitsonga
cf145bc2-9696-4871-9a86-da97ca6e1104	Tswana	tn	tsn	Individual	Living	Setswana
acd219a2-63ba-4b61-9a36-273e660392a7	Turkish	tr	tur	Individual	Living	Türkçe
89a5a74c-eaa7-4140-8f53-ac3c672dc21b	Turkmen	tk	tuk	Individual	Living	Türkmençe;Түркменче; تۆرکمنچه
988422e3-36d6-4ef4-b508-0df345f3c553	Twi	tw	twi	Individual	Living	Twi
